,id,title,description,price,condition,brand,link,mobile_link,gtin,mpn,image_link,google_product_category,availability,availability_date,shipping,tax,online_only,expiration_date,product_type,shipping_weight,excluded_destination,color,gender,age_group,item_group_id,additional_image_link,material,pattern,size,size_type,size_system,sale_price,sale_price_effective_date,adwords_grouping,adwords_labels,adwords_redirect,manufacturer,identifier_exists,multipack,is_bundle,adult,promotion_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,shipping_label,shipping_height,shipping_length,shipping_width,unit_pricing_measure,unit_pricing_base_measure,display_ads_similar_id,display_ads_link,display_ads_id,display_ads_title,display_ads_value
398,FPG1015~1042~256~C43~FM,Painted Petals Floral Puff Sleeve Slim Dress,"A fitted dress featuring off-shoulder puff sleeves, ruffle trim at the neckline, a cut-out at the back bodice, and narrow straps. The skirt has a split at the center front, and a softly flared hem. It has a hook and eye closure at the back bodice, and an invisible zipper closure at the back skirt.",399.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1015~1042~256~C43~FM,,,FPG1015~1042~256~C43~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49166/large/fame-on-body-images-production_FPG1015_1042_256_C43_FM_335_original.jpg?1554769078,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Painted Petals Floral,female,Adult,FPG1015,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,FPG1018~1015~237~C47~MD,Pale Blue Puff Sleeve Gathered Dress,"An A-line full-skirted dress featuring off-shoulder puff sleeves, ruffle trim at the neckline, narrow neck strap and a gathered ruffle hem. It has a covered button closure at the front and side invisible zip.",319.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1018~1015~237~C47~MD,,,FPG1018~1015~237~C47~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49574/large/fame-on-body-images-production_FPG1018_1015_237_C47_MD_555_original.jpg?1554769084,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Pale Blue,female,Adult,FPG1018,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,FPG1018~102~1027~C47~CM,Buttermilk Puff Sleeve Gathered Dress,"An A-line full-skirted dress featuring off-shoulder puff sleeves, ruffle trim at the neckline, narrow neck strap and a gathered ruffle hem. It has a covered button closure at the front and side invisible zip.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1018~102~1027~C47~CM,,,FPG1018~102~1027~C47~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49167/large/fame-on-body-images-production_FPG1018_102_1027_C47_CM_387_original.jpg?1554769091,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Buttermilk,female,Adult,FPG1018,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,FPG1019~1004~106~AK~C49,Champagne Asymmetrical Drape Dress,A softly fitted dress featuring a plunging draped neckline and overlapped tulip shaped skirt. It has an invisible zipper closure at the back.,215.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1019~1004~106~AK~C49,,,FPG1019~1004~106~AK~C49,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49779/large/fame-on-body-images-production_FPG1019_1004_106_AK_C49_1101_original.jpg?1554769095,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Champagne,female,Adult,FPG1019,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,FPG1019~1004~237~C49~AK,Champagne Asymmetrical Drape Dress,A softly fitted dress featuring a plunging draped neckline and overlapped tulip shaped skirt. It has an invisible zipper closure at the back.,249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1019~1004~237~AK~C49,,,FPG1019~1004~237~C49~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49573/large/fame-on-body-images-production_FPG1019_1004_237_C49_AK_1096_original.jpg?1549233499,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Champagne,female,Adult,FPG1019,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,FPG1019~1042~256~AK~C49,Painted Petals Floral Asymmetrical Drape Dress,A softly fitted dress featuring a plunging draped neckline and overlapped tulip shaped skirt. It has an invisible zipper closure at the back.,299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1019~1042~256~AK~C49,,,FPG1019~1042~256~AK~C49,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49777/large/fame-on-body-images-production_FPG1019_1042_256_AK_C49_1127_original.jpg?1554769099,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Painted Petals Floral,female,Adult,FPG1019,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,FPG1023~1041~256~C23~PT,Marquee Wrap Waist Dress,"A body skimming dress featuring a V-neckline at front and back, and attached wrap tie at the waist.  It features an invisible zip closure.",599.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1023~1041~256~C23~PT,,,FPG1023~1041~256~C23~PT,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49171/large/fame-on-body-images-production_FPG1023_1041_256_C23_PT_255_original.jpg?1554769105,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Marquee,female,Adult,FPG1023,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,FPG1024~1022~142~C24~MD,Army Green Wrap Waist Buttondown Dress,"A body-skimming column dress featuring a straight front neckline with narrow straps, and attached wrap tie at the waist. It has covered buttons at the front and a side invisible zip closure.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1024~1022~142~C24~MD,,,FPG1024~1022~142~C24~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49173/large/fame-on-body-images-production_FPG1024_1022_142_C24_MD_432_original.jpg?1554769106,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Army Green,female,Adult,FPG1024,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,FPG1025~1038~237~C52~CM,Dark Nude Side Buttoned A-Line Dress,A fit and flare dress featuring a V-neckline and a softly flared skirt. It has a side button closure at the bodice and skirt.,249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1025~1038~237~C52~CM,,,FPG1025~1038~237~C52~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49176/large/fame-on-body-images-production_FPG1025_1038_237_C52_CM_63_original.jpg?1554769182,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Dark Nude,female,Adult,FPG1025,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,FPG1026~1043~237~AK~C53,Matisse Side Buttoned Tie Neck Dress,"A slim fitted dress featuring a tie-neck, open back, and split skirt. It has a side button closure at the bodice and skirt.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1026~1043~237~AK~C53,,,FPG1026~1043~237~AK~C53,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49177/large/fame-on-body-images-production_FPG1026_1043_237_AK_C53_201_original.jpg?1554769200,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Matisse,female,Adult,FPG1026,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,FPG1027~1038~237~CM,Dark Nude Half Pleated Belted Skirt,An A-line wrap skirt featuring stitch-release pleats at one side. It has an internal button to close and tortoise buckle belt closure.,249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1027~1038~237~CM,,,FPG1027~1038~237~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49183/large/fame-on-body-images-production_FPG1027_1038_237_CM_70_original.jpg?1554769203,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Dark Nude,female,Adult,FPG1027,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,FPG1028~1038~237~AK~C26,Dark Nude Half Pleated Belted Dress,"An A-line wrap dress featuring wide straps, a V-neckline and stitch-release pleats at one side. It has an internal button to close and tortoise buckle belt closure.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1028~1038~237~AK~C26,,,FPG1028~1038~237~AK~C26,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49179/large/fame-on-body-images-production_FPG1028_1038_237_AK_C26_208_original.jpg?1554769206,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Dark Nude,female,Adult,FPG1028,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,FPG1029~1003~127~C17~FP,Black Tailored Scoop Neck Set,"A two-piece set featuring a scoop neckline top with adjustable straps and hook and eye back closure, and a tailored pant featuring a metal D-ring belt, side seam pockets and zipper fly closure.",349.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1029~1003~127~C17~FP,,,FPG1029~1003~127~C17~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49181/large/fame-on-body-images-production_FPG1029_1003_127_C17_FP_79_original.jpg?1554769207,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1029,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,FPG1030~1022~237~AK~C27,Army Green Double Buckle Pleated Dress,"An A-line dress featuring a V-neckline, two buckled straps above the waist, and a stitch-release pleated skirt. It has an invisible zipper closure at the back waist, and hook and eyes to close the straps at the back body.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1030~1022~237~AK~C27,,,FPG1030~1022~237~AK~C27,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49185/large/fame-on-body-images-production_FPG1030_1022_237_AK_C27_171_original.jpg?1554769208,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Army Green,female,Adult,FPG1030,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,FPG1031~102~1028~AK~C27,Blue Frost Double Buckle Slim Dress,"An A-line dress featuring a V-neckline, two buckled straps above the waist, and a softly flared skirt. It has an invisible zipper closure at the back waist, and hook and eyes to close the straps at the back body.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1031~102~1028~AK~C27,,,FPG1031~102~1028~AK~C27,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49187/large/fame-on-body-images-production_FPG1031_102_1028_AK_C27_260_original.jpg?1554769211,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Blue Frost,female,Adult,FPG1031,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,FPG1032~1029~237~C57~MD,Red Ochre Buttoned Open Back Dress,"A fit and flare dress featuring wide straps, a straight neckline, a cut-out at the back, and a softly flared skirt. It has a double-breasted button closure at the front.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1032~1029~237~C57~MD,,,FPG1032~1029~237~C57~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49191/large/fame-on-body-images-production_FPG1032_1029_237_C57_MD_392_original.jpg?1554769216,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Red Ochre,female,Adult,FPG1032,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,FPG1033~1022~237~C59~MM,Army Green Buttoned Cross Back Dress,"A fitted dress featuring a high square neckline, criss-cross thin straps, and an open back. It has a double-breasted button closure at the front.",179.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1033~1022~237~C59~MM,,,FPG1033~1022~237~C59~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49189/large/fame-on-body-images-production_FPG1033_1022_237_C59_MM_89_original.jpg?1554769229,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Army Green,female,Adult,FPG1033,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,FPG1034~1001~237~C100~MM,Ivory Ruffled Off Shoulder Dress,"A fitted dress featuring a wide, off-shoulder ruffle at front and back. It has an invisible zipper closure at the back and boning for support.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1034~1001~237~C100~MM,,,FPG1034~1001~237~C100~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49193/large/fame-on-body-images-production_FPG1034_1001_237_C100_MM_339_original.jpg?1554769232,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Ivory,female,Adult,FPG1034,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,FPG1034~1050~237~C100~MM,St Germain Black Ruffled Off Shoulder Dress,"A fitted dress featuring a wide, off-shoulder ruffle at front and back. It has an invisible zipper closure at the back and boning for support.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1034~1050~237~C100~MM,,,FPG1034~1050~237~C100~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49195/large/fame-on-body-images-production_FPG1034_1050_237_C100_MM_343_original.jpg?1554769235,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,St Germain Black,female,Adult,FPG1034,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,FPG1034~1055~237~C100~MD,Milieu Floral Ruffled Off Shoulder Dress,"A fitted dress featuring a wide, off-shoulder ruffle at front and back. It has an invisible zipper closure at the back and boning for support.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1034~1055~237~C100~MD,,,FPG1034~1055~237~C100~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49197/large/fame-on-body-images-production_FPG1034_1055_237_C100_MD_347_original.jpg?1554769244,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Milieu Floral,female,Adult,FPG1034,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,FPG1040~1003~237~C63~FP,Black Scoop Neck Pant Set,"A two piece set featuring a scoop neck short sleeve top, and a straight leg pant with an invisible zipper closure at the back.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1040~1003~237~C63~FP,,,FPG1040~1003~237~C63~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49201/large/fame-on-body-images-production_FPG1040_1003_237_C63_FP_94_original.jpg?1554769250,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1040,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,FPG1041~1029~237~C63~CM,Red Ochre Scoop Neck Flared Gown,A full-skirted A-line dress featuring a scoop neck short sleeve top with back zip closure.,299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1041~1029~237~C63~CM,,,FPG1041~1029~237~C63~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49373/large/fame-on-body-images-production_FPG1041_1029_237_C63_CM_401_original.jpg?1554769329,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Red Ochre,female,Adult,FPG1041,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,FPG1042~1043~237~C205~MM,Matisse Scoop Neck Fitted Dress,A fitted dress featuring a scooped front and back neckline and short sleeves. It has an invisible zipper closure at the back.,209.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1042~1043~237~C205~MM,,,FPG1042~1043~237~C205~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49205/large/fame-on-body-images-production_FPG1042_1043_237_C205_MM_181_original.jpg?1554769338,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Matisse,female,Adult,FPG1042,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,FPG1045~101~1050~C31~MN,St Germain Black Cap Sleeve Buttoned Dress,"A fit-and-flare dress featuring cap sleeves, a V-neckline with gathers under the bust, and covered buttons down the front. It has an invisible zipper closure at the side.",259.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1045~101~1050~C31~MN,,,FPG1045~101~1050~C31~MN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49209/large/fame-on-body-images-production_FPG1045_101_1050_C31_MN_437_original.jpg?1554769343,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,St Germain Black,female,Adult,FPG1045,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,FPG1045~101~1051~C31~MD,Soiree Champagne Cap Sleeve Buttoned Dress,"A fit-and-flare dress featuring cap sleeves, a V-neckline with gathers under the bust, and covered buttons down the front. It has an invisible zipper closure at the side.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1045~101~1051~C31~MD,,,FPG1045~101~1051~C31~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49210/large/fame-on-body-images-production_FPG1045_101_1051_C31_MD_441_original.jpg?1554769351,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soiree Champagne,female,Adult,FPG1045,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,FPG1045~1045~256~C31~CM,Dauphine Floral Cap Sleeve Buttoned Dress,"A fit-and-flare dress featuring cap sleeves, a V-neckline with gathers under the bust, and covered buttons down the front. It has an invisible zipper closure at the side.",373.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1045~1045~256~C31~CM,,,FPG1045~1045~256~C31~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49213/large/fame-on-body-images-production_FPG1045_1045_256_C31_CM_405_original.jpg?1554769351,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Dauphine Floral,female,Adult,FPG1045,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,FPG1046~102~1029~C32~FP,Red Ochre Wrap Belt Jumpsuit,"An A-line jumpsuit featuring a V-neckline gathered under the bust, gathered cap sleeves, a wrap-belted waist with tortoise buckle, and wide leg pant. It has an invisible zipper closure at the back.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1046~102~1029~C32~FP,,,FPG1046~102~1029~C32~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49207/large/fame-on-body-images-production_FPG1046_102_1029_C32_FP_102_original.jpg?1554769347,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Red Ochre,female,Adult,FPG1046,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,FPG1047~101~1023~AK~C33,Olive Oversize Belted Dress,"A sheer oversized dress featuring a soft, high neckline, sheer long sleeves, and a separate belt with fabric covered buckle. It has a button and loop closure at the back neck. Separate slip underneath.",289.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1047~101~1023~AK~C33,,,FPG1047~101~1023~AK~C33,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49215/large/fame-on-body-images-production_FPG1047_101_1023_AK_C33_445_original.jpg?1554769361,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Olive,female,Adult,FPG1047,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,FPG1047~101~1052~AK~C33,Soiree Atlantic Blue Oversize Belted Dress,"A sheer oversized dress featuring a soft, high neckline, sheer long sleeves, and a separate belt with fabric covered buckle. It has a button and loop closure at the back neck. Separate slip underneath.",289.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1047~101~1052~AK~C33,,,FPG1047~101~1052~AK~C33,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49217/large/fame-on-body-images-production_FPG1047_101_1052_AK_C33_450_original.jpg?1554769370,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soiree Atlantic Blue,female,Adult,FPG1047,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,FPG1048~1025~237~C34~PT,Sunset Orange V- Neck Wrap Set,"A two piece set featuring a v-neck wrap top with tie closure at the back, and a wrap skirt with tie closure at the front.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1048~1025~237~C34~PT,,,FPG1048~1025~237~C34~PT,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49219/large/fame-on-body-images-production_FPG1048_1025_237_C34_PT_351_original.jpg?1554769353,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Sunset Orange,female,Adult,FPG1048,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,FPG1049~101~1060~C35~FP,Prairie Buttermilk Tie Top And Pant Set,"A two piece set featuring a plunging V-neck top with short sleeves, a tie at the waist, and a gathered wide leg pant with pockets. The pant has an invisible zipper closure at the back.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1049~101~1060~C35~FP,,,FPG1049~101~1060~C35~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49223/large/fame-on-body-images-production_FPG1049_101_1060_C35_FP_409_original.jpg?1554769377,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Prairie Buttermilk,female,Adult,FPG1049,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,FPG1050~1045~256~C69~FP,Dauphine Floral Palazzo Jumpsuit,"A wide leg jumpsuit featuring a plunging V-neckline, pockets, and separate tie at the waist. Invisible zip closure at the back.",599.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1050~1045~256~C69~FP,,,FPG1050~1045~256~C69~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49221/large/fame-on-body-images-production_FPG1050_1045_256_C69_FP_413_original.jpg?1554769371,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Dauphine Floral,female,Adult,FPG1050,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,FPG1054~101~1046~C70~CM,Monochrome Swirl Dot Buttoned Bustier Dress,"A flared skirt dress featuring a sweetheart bustier neckline, and covered buttons at the front. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1054~101~1046~C70~CM,,,FPG1054~101~1046~C70~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49225/large/fame-on-body-images-production_FPG1054_101_1046_C70_CM_110_original.jpg?1554769384,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Monochrome Swirl Dot,female,Adult,FPG1054,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,FPG1055~101~1030~C72~MD,Soleil Ivory Loose Handkerchief Dress,A loose fitting dress featuring a scooped back and handkerchief hem.,279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1055~101~1030~C72~MD,,,FPG1055~101~1030~C72~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49229/large/fame-on-body-images-production_FPG1055_101_1030_C72_MD_455_original.jpg?1554769471,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Soleil Ivory,female,Adult,FPG1055,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,FPG1055~1044~256~C72~MD,Matisse Forest Loose Handkerchief Dress,A loose fitting dress featuring a scooped back and handkerchief hem.,363.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1055~1044~256~C72~MD,,,FPG1055~1044~256~C72~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49231/large/fame-on-body-images-production_FPG1055_1044_256_C72_MD_114_original.jpg?1554769476,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Matisse Forest,female,Adult,FPG1055,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,FPG1058~1003~127~FP,Black Sleeveless Coat Set,"A two-piece set featuring a low-hip length sleeveless jacket with button closure, and a straight leg pant with pockets and zipper fly closure at the front.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1058~1003~127~FP,,,FPG1058~1003~127~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49227/large/fame-on-body-images-production_FPG1058_1003_127_FP_460_original.jpg?1554769449,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Black,female,Adult,FPG1058,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,FPG1059~1046~237~KN,Monochrome Swirl Dot Rounded Collar Coat,"A tailored coat featuring a rounded lapel collar, and pockets at the hip. It has a double breasted buttoned closure at the front.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1059~1046~237~KN,,,FPG1059~1046~237~KN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49235/large/fame-on-body-images-production_FPG1059_1046_237_KN_118_original.jpg?1554769486,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Monochrome Swirl Dot,female,Adult,FPG1059,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,FPG1060~1037~127~FP,White Sand Belted Wide Leg Trouser,"A trouser style pant featuring a pleated waist, separate metal D-ring belt, pockets, and cuffed hem. It has a zipper fly closure at the front.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1060~1037~127~FP,,,FPG1060~1037~127~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49233/large/fame-on-body-images-production_FPG1060_1037_127_FP_464_original.jpg?1554769480,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,White Sand,female,Adult,FPG1060,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,FPG1061~1006~142~HL,Blush Cuffed Sleeve Blazer,A blazer style jacket featuring wide 3/4 length cuffed sleeves and a covered button closure at the front.,249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1061~1006~142~HL,,,FPG1061~1006~142~HL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49237/large/fame-on-body-images-production_FPG1061_1006_142_HL_469_original.jpg?1554769491,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Blush,female,Adult,FPG1061,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,FPG1061~1037~127~HL,White Sand Cuffed Sleeve Blazer,A blazer style jacket featuring wide 3/4 length cuffed sleeves and a covered button closure at the front.,249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1061~1037~127~HL,,,FPG1061~1037~127~HL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49239/large/fame-on-body-images-production_FPG1061_1037_127_HL_474_original.jpg?1554769495,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,White Sand,female,Adult,FPG1061,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,FPG1062~1006~142~FP,Blush Straight Leg Trouser,"A trouser style pant featuring a clean waistband, back welt pockets and side pockets. It has a zipper fly closure at the front.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1062~1006~142~FP,,,FPG1062~1006~142~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49241/large/fame-on-body-images-production_FPG1062_1006_142_FP_480_original.jpg?1554769491,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Blush,female,Adult,FPG1062,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
